HHID,s04_start_time,s04q01,s04q02,s04q03,s04q04,s04q05,s04q06,s04q07,s04q08,s04q08_oth,s04q16,s04q19a,s04q19b,s04q19c,s04q19d,s04q20,s04q21,s04q26,s04q27a,s04q27b,s04q27c,s04q27d,s04q27e,s04q27f,s04q27g,s04q28,s04q28_oth,s04q29a,s04q29a_UM,s04q29b,s04q29b_UM,s04q30,s04_end_time
4338f2b4c05c4e268b867de02f404d10,2019-12-14T10:45:08,1,40,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,Solar,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Charcoal,Did not spend anything,3000,Did not spend anything,Did not spend anything,15000,Did not spend anything,Did not spend anything,Owned by the household,,,,200000,RIEL,Nothing,2019-12-14T11:05:21
4372892f8d154183bfc0882b109ae513,2019-11-19T13:28:13,1,78,2,"Concrete, brick, stone",Fibrous cement,Ceramic tiles,Publicly-provided electricity/City power,Piped into dwelling,,7000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Charcoal,20000,19000,Did not spend anything,Did not spend anything,28000,Did not spend anything,Did not spend anything,Owned by the household,,,,300000,RIEL,Nothing,2019-11-19T13:46:44
43ee782eb8084d88ae7ffe37c977f9aa,2019-12-22T09:56:01,1,48,1,Wood or logs,Tiles,Wooden planks,Publicly-provided electricity/City power,Piped into dwelling,,20000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,24000,Did not spend anything,Did not spend anything,35000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,320000,RIEL,Nothing,2019-12-22T09:59:29
4405a9cb997e49929d0f0484b3087934,2019-12-31T14:04:06,1,32,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,Rainwater collection,,7000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,None/don’t cook,7000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,50000,RIEL,Nothing,2019-12-31T14:10:38
442e07cd923b45cb8e1522bc32236089,2019-11-13T13:10:02,1,42,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,None,,,,Nothing,Nothing,Charcoal,25000,Did not spend anything,Did not spend anything,Did not spend anything,20000,Did not spend anything,Did not spend anything,Owned by the household,,,,200000,RIEL,Nothing,2019-11-13T13:12:57
444849583a554344855c21c48b3b1f1c,2019-11-13T11:00:42,1,15,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,None,,,,Nothing,Nothing,Firewood,10000,Did not spend anything,Did not spend anything,30000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,50000,RIEL,Nothing,2019-11-13T11:03:37
4467c7f967e14e678c2f50a6e171f526,2019-12-14T16:44:33,1,35,1,"Concrete, brick, stone",Fibrous cement,Ceramic tiles,Publicly-provided electricity/City power,Bottled water,,not buying water source,None,,,,Nothing,Nothing,Liquefied petroleum gas LPG,50000,40000,Did not spend anything,Did not spend anything,7500,Did not spend anything,Did not spend anything,Owned by the household,,,,40000,RIEL,Nothing,2019-12-14T16:48:17
44aee6edea054e2fbd10545fa7e184be,2019-11-08T11:00:00,1,200,1,Galvanized iron or aluminium or other metal sheets,Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,None,,,,Nothing,Nothing,Liquefied petroleum gas LPG,46000,30000,Did not spend anything,15000,Did not spend anything,Did not spend anything,Did not spend anything,Not owned but no rent is paid,,,,40000,RIEL,Nothing,2019-11-08T11:03:10
44bfcb949b1747d7b2a36b25985b05ab,2019-11-15T08:51:18,1,20,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,None,"Tube Well, Borehole",,not buying water source,None,,,,Nothing,Nothing,Firewood,Did not spend anything,Did not spend anything,Did not spend anything,10000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,50000,RIEL,Nothing,2019-11-17T07:52:26
44c67df61d0f4f9fa66f174f15c35e05,2019-10-23T14:51:55,1,20,1,Galvanized iron or aluminium or other metal sheets,Galvanized iron or aluminium or other metal sheets,"Earth, clay",Battery,"Surface water (river, stream, dam, lakes, ponds, streams, canals, and irrigeation channels)",,not buying water source,None,,,,Nothing,Nothing,Firewood,Did not spend anything,Did not spend anything,Did not spend anything,18000,20000,30000,Did not spend anything,Owned by the household,,,,20,USD,Nothing,2019-10-23T14:57:29
44e17d0bab0b44e5a7f3d7c114b90303,2019-12-07T10:56:06,1,32,2,"Concrete, brick, stone",Tiles,Ceramic tiles,Publicly-provided electricity/City power,Protected well,,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,25000,16000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,200000,RIEL,Nothing,2019-12-07T11:00:57
44e2d3432b924a429ec37f4ce5505e4b,2019-10-10T08:22:24,1,63,2,Wood or logs,Fibrous cement,Wooden planks,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to septic tank or pit,Yes,"No, never pump/empty",,Nothing,Nothing,Firewood,20800,Did not spend anything,Did not spend anything,100000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,80000,RIEL,Nothing,2019-10-10T08:29:29
44edd4e89c3d4da486eff0ab1ce23450,2019-11-18T08:54:10,1,56,1,Wood or logs,Tiles,Wooden planks,Solar,"Tube Well, Borehole",,10500,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,Did not spend anything,Did not spend anything,Did not spend anything,50000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,400000,RIEL,Nothing,2019-11-18T08:59:22
451d3871614c469198d536c02e9a2701,2019-12-22T09:50:04,1,30,1,Galvanized iron or aluminium or other metal sheets,Tiles,Wooden planks,Publicly-provided electricity/City power,Cart with small tank / drum,,35000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,50000,35000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,160000,RIEL,Nothing,2019-12-22T09:54:01
4527d4d9740847b089976b6b2c3a6eab,2019-10-16T09:31:46,1,15,1,"Concrete, brick, stone",Galvanized iron or aluminium or other metal sheets,Ceramic tiles,Publicly-provided electricity/City power,Bottled water,,30000,Pour flush (or flush connected to sewerage,No,"No, never pump/empty",,Nothing,1500,Liquefied petroleum gas LPG,22000,37500,Did not spend anything,Did not spend anything,4500,Did not spend anything,Did not spend anything,Rented,,200000,RIEL,,,Nothing,2019-10-16T09:39:41
45a5875f1cbe4aa18420488c870b5a5a,2019-10-30T10:24:16,1,50.4,1,"Concrete, brick, stone",Galvanized iron or aluminium or other metal sheets,"Earth, clay",Publicly-provided electricity/City power,Piped into dwelling,,15000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,75000,12000,Did not spend anything,3000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,80000,RIEL,220000,2019-10-30T10:29:30
45e0a099c22e4b0a9b4135815ee58554,2019-12-28T16:31:33,1,36,1,Galvanized iron or aluminium or other metal sheets,Galvanized iron or aluminium or other metal sheets,Cement/Brick/Stone,Publicly-provided electricity/City power,Piped into dwelling,,20000,Pour flush (or flush connected to sewerage,No,"No, never pump/empty",,2000,4000,Liquefied petroleum gas LPG,50000,20000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Rented,,30,USD,,,Nothing,2019-12-28T16:34:40
45e17e63d4904ecc9751eea1fc5d33f1,2019-11-28T14:47:20,1,7.5,1,Wood or logs,Thatch/leaves/grass,Wooden planks,Battery,"Tube Well, Borehole",,not buying water source,None,,,,Nothing,Nothing,Firewood,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,28000,Did not spend anything,Owned by the household,,,,120000,RIEL,Nothing,2019-11-28T15:02:32
45f6c4acb99743dbba660a3555886140,2019-11-17T14:45:56,1,16,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,"Earth, clay",Publicly-provided electricity/City power,Tanker-truck,,100000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,9000,Did not spend anything,Did not spend anything,30000,10000,Did not spend anything,Did not spend anything,Owned by the household,,,,80000,RIEL,Nothing,2019-11-17T14:49:59
462ffde07a0d4e6d8e486d3a450fcd2a,2019-10-10T08:38:43,1,30,1,Plywood,Galvanized iron or aluminium or other metal sheets,"Earth, clay",Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to elsewhere (i.e. not a sewer or pit/tank),No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,20000,10000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,80000,RIEL,Nothing,2019-10-10T08:42:32
464c231d2a2e4ee392dc2e464744ad0e,2019-10-23T09:15:06,1,120,1,Plywood,Fibrous cement,Ceramic tiles,Solar,Protected well,,20000,None,,,,Nothing,Nothing,Firewood,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,1000000,Owned by the household,,,,100000,RIEL,Nothing,2019-10-23T09:23:36
469df7df6b994fb38116c54fed02070b,2019-11-08T10:19:59,1,30,1,Galvanized iron or aluminium or other metal sheets,Galvanized iron or aluminium or other metal sheets,Vinyl,Publicly-provided electricity/City power,Bottled water,,8000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,12900,15000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,120000,RIEL,Nothing,2019-11-08T10:23:54
46a7381e08dc4c7e97ffb1331a5557f0,2019-11-08T14:02:48,1,54,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,"Earth, clay",Battery,Rainwater collection,,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,Did not spend anything,Did not spend anything,Did not spend anything,90000,6000,30000,Did not spend anything,Owned by the household,,,,150000,RIEL,Nothing,2019-11-08T14:06:54
46c37924f2514a3f986987507570f9f5,2019-11-15T08:56:58,1,48,2,Wood or logs,Galvanized iron or aluminium or other metal sheets,"Earth, clay",Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,30000,12000,Did not spend anything,Did not spend anything,12000,Did not spend anything,Did not spend anything,Owned by the household,,,,50000,RIEL,Nothing,2019-11-15T09:00:51
46cd9c2515e947749ab6720ccedaeacd,2019-11-27T08:22:29,1,45,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,"Tube Well, Borehole",,5000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,5400,Did not spend anything,Did not spend anything,35000,5000,Did not spend anything,Did not spend anything,Owned by the household,,,,100000,RIEL,Nothing,2019-11-27T08:28:15
46ce2049b7224f8db2e45f4509225298,2019-11-15T15:04:23,1,20,1,Galvanized iron or aluminium or other metal sheets,Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,Bottled water,,not buying water source,None,,,,Nothing,Nothing,Liquefied petroleum gas LPG,30000,30000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Not owned but no rent is paid,,,,120000,RIEL,Nothing,2019-11-15T15:08:22
46ce6379d8fc4ff5bd0c9cc59d74dd65,2019-11-13T14:55:21,1,56,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,"Parquet, polished wood",Publicly-provided electricity/City power,Rainwater collection,,not buying water source,Pour flush (or flush connected to sewerage,No,"No, never pump/empty",,Nothing,Nothing,Charcoal,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,45000,Did not spend anything,Did not spend anything,Owned by the household,,,,100000,RIEL,Nothing,2019-11-13T15:03:57
46f7fca9d72b4c4d9ba20e5b84b006c3,2019-12-09T16:48:52,1,35,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,"Surface water (river, stream, dam, lakes, ponds, streams, canals, and irrigeation channels)",,not buying water source,None,,,,Nothing,Nothing,Liquefied petroleum gas LPG,Did not spend anything,17500,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,60000,RIEL,Nothing,2019-12-09T16:51:32
472286c7f1bf4757bed4144d130c7f1c,2019-11-09T15:33:25,1,12,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,Bottled water,,not buying water source,None,,,,Nothing,Nothing,Firewood,10000,Did not spend anything,Did not spend anything,30000,Did not spend anything,Did not spend anything,Did not spend anything,Not owned but no rent is paid,,,,60000,RIEL,Nothing,2019-11-09T15:39:59
4779c9f66b8543d8852fec4ba2008b1e,2019-12-24T21:26:42,1,100,1,"Concrete, brick, stone",Galvanized iron or aluminium or other metal sheets,Ceramic tiles,Publicly-provided electricity/City power,Piped into dwelling,,50000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,120000,40000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,400000,RIEL,Nothing,2019-12-24T21:32:28
477bd716c8f4425d91327387a0182435,2019-10-15T16:11:56,1,54,1,"Concrete, brick, stone",Galvanized iron or aluminium or other metal sheets,Cement/Brick/Stone,Publicly-provided electricity/City power,"Piped into compound, yard or plot",,25000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,15000,30000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,100000,RIEL,Nothing,2019-10-15T16:13:38
4788e3adc6fd4cfd9c30ffbc4af92102,2019-10-30T09:23:56,1,35,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,Solar,"Surface water (river, stream, dam, lakes, ponds, streams, canals, and irrigeation channels)",,not buying water source,"Latrine overhanging field or water (drop in the field, pond, lake, river, sea)",No,"No, never pump/empty",,Nothing,Nothing,Firewood,Did not spend anything,Did not spend anything,Did not spend anything,90000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,110000,RIEL,Nothing,2019-10-30T09:27:59
479b8801c2a74b70858bfc8b14db04e0,2019-10-15T14:53:54,1,78,2,Wood or logs,Tiles,Ceramic tiles,Publicly-provided electricity/City power,Piped into dwelling,,35000,Pour flush (or flush) to septic tank or pit,Yes,"No, never pump/empty",,Nothing,Nothing,Charcoal,80000,Did not spend anything,Did not spend anything,Did not spend anything,13000,Did not spend anything,Did not spend anything,Owned by the household,,,,230000,RIEL,Nothing,2019-10-15T14:59:06
